RED,48,13,14
RED,79,18,18
RED,71,18,19
RED,67,16,17
RED,66,18,19
RED,64,14,17
RED,66,16,17
RED,68,17,18
ORANGE,128,67,40
ORANGE,111,58,34
ORANGE,135,96,45
ORANGE,132,75,41
ORANGE,131,72,41
ORANGE,134,73,41
ORANGE,130,85,44
ORANGE,163,91,45
ORANGE,129,72,44
ORANGE,160,72,46
YELLOW,103,131,54
YELLOW,102,134,57
YELLOW,103,131,54
YELLOW,86,113,49
YELLOW,123,135,59
YELLOW,130,159,61
YELLOW,123,158,62
YELLOW,122,156,64
YELLOW,118,144,61
YELLOW,133,144,61
GREEN,34,127,52
GREEN,31,111,51
GREEN,32,124,52
GREEN,34,107,50
GREEN,32,115,49
GREEN,41,139,51
GREEN,37,136,51
GREEN,31,111,49
GREEN,32,102,47
GREEN,32,109,52
LIGHT BLUE,6,61,127
LIGHT BLUE,5,61,122
LIGHT BLUE,10,111,127
LIGHT BLUE,9,88,133
LIGHT BLUE,6,58,136
LIGHT BLUE,9,100,136
LIGHT BLUE,9,98,127
LIGHT BLUE,8,102,124
LIGHT BLUE,6,58,123
LIGHT BLUE,5,54,117
DARK BLUE,6,36,64
DARK BLUE,4,23,66
DARK BLUE,6,37,68
DARK BLUE,3,19,64
DARK BLUE,6,20,65
DARK BLUE,6,18,64
DARK BLUE,3,19,56
DARK BLUE,3,23,67
DARK BLUE,5,32,62
DARK BLUE,3,21,66
PURPLE,28,29,73
PURPLE,25,34,67
PURPLE,23,34,72
PURPLE,24,34,70
PURPLE,32,32,72
PURPLE,27,29,72
PURPLE,23,29,65
PURPLE,29,36,75
PURPLE,25,31,74
PURPLE,23,37,73
PINK,129,104,132
PINK,113,100,134
PINK,118,113,131
PINK,100,101,117
PINK,99,90,116
PINK,89,91,119
PINK,126,120,130
PINK,116,100,155
PINK,113,108,131
PINK,125,121,136
WHITE,90,166,206
WHITE,100,136,202
WHITE,89,131,181
WHITE,121,228,197
WHITE,122,220,198
WHITE,109,194,218
WHITE,85,142,213
WHITE,111,206,210
WHITE,106,176,230
WHITE,111,192,251
