ROUND #1
22:09:11.399 -> YELLOW,172,185,81
22:09:14.827 -> YELLOW,174,187,83
22:09:25.307 -> GREEN,46,159,70
22:09:29.317 -> GREEN,46,160,69
22:09:31.820 -> GREEN,46,158,71
22:09:34.417 -> GREEN,48,165,74
22:09:37.466 -> GREEN,49,168,75
22:09:40.924 -> GREEN,48,166,73
22:09:44.282 -> GREEN,46,160,70
22:09:47.445 -> GREEN,48,173,74
22:09:50.144 -> GREEN,45,158,70
22:09:52.824 -> GREEN,45,158,70
22:10:07.797 -> LIGHTBLUE,9,95,122
22:10:11.748 -> LIGHTBLUE,8,62,104
22:10:14.433 -> LIGHTBLUE,9,95,135
22:10:16.553 -> LIGHTBLUE,11,108,139
22:10:19.883 -> LIGHTBLUE,8,90,120
22:10:23.632 -> LIGHTBLUE,9,93,122
22:10:26.511 -> LIGHTBLUE,8,91,123
22:10:29.773 -> LIGHTBLUE,9,94,123
22:10:32.724 -> LIGHTBLUE,9,97,120
22:10:36.450 -> LIGHTBLUE,11,88,122
22:10:48.829 -> DARKBLUE,5,32,50
22:10:51.913 -> DARKBLUE,4,30,54
22:10:55.173 -> DARKBLUE,4,29,52
22:10:58.254 -> DARKBLUE,5,33,49
22:11:00.917 -> DARKBLUE,4,21,44
22:11:03.562 -> DARKBLUE,5,33,49
22:11:06.867 -> DARKBLUE,4,29,49
22:11:09.896 -> DARKBLUE,5,34,49
22:11:13.302 -> DARKBLUE,5,31,49
22:11:15.515 -> DARKBLUE,4,21,45
22:11:28.500 -> PURPLE,35,45,55
22:11:31.474 -> PURPLE,32,40,55
22:11:34.311 -> PURPLE,34,42,57
22:11:37.918 -> PURPLE,30,36,55
22:11:42.546 -> PURPLE,32,39,57
22:11:45.023 -> PURPLE,33,42,56
22:11:48.325 -> PURPLE,37,45,53
22:11:51.694 -> PURPLE,33,42,55
22:11:54.496 -> PURPLE,33,41,55
22:11:58.560 -> PURPLE,35,44,57
22:12:10.249 -> PINK,126,96,99
22:12:13.497 -> PINK,137,105,111
22:12:15.755 -> PINK,149,120,113
22:12:19.082 -> PINK,156,126,115
22:12:22.120 -> PINK,162,132,112
22:12:25.804 -> PINK,150,121,110
22:12:28.808 -> PINK,156,126,112
22:12:33.056 -> PINK,158,128,112
22:12:35.871 -> PINK,164,132,111
22:12:40.586 -> PINK,160,131,112
22:12:53.737 -> WHITE,140,245,191
22:12:57.147 -> WHITE,127,218,187
22:13:00.079 -> WHITE,137,234,192
22:13:02.890 -> WHITE,139,242,189
22:13:10.244 -> WHITE,123,211,177
22:13:12.986 -> WHITE,99,161,155
22:13:15.592 -> WHITE,109,221,173
22:13:18.816 -> WHITE,117,203,169
22:13:21.069 -> WHITE,102,198,169
22:13:23.724 -> WHITE,112,197,167
22:13:46.181 -> NOBALL,0,0,0
22:13:48.600 -> NOBALL,0,0,0
22:13:50.146 -> NOBALL,0,0,0
22:13:52.176 -> NOBALL,0,0,0
22:13:54.455 -> NOBALL,0,0,0
22:13:56.113 -> NOBALL,0,0,0
22:13:57.861 -> NOBALL,0,0,0
22:13:59.841 -> NOBALL,0,0,0
22:13:59.841 -> NOBALL,0,0,0
22:14:02.061 -> NOBALL,0,0,0
ROUND #3
22:31:17.965 -> RED,88,16,18
22:31:19.356 -> RED,86,14,19
22:31:20.789 -> RED,89,15,19
22:31:22.103 -> RED,81,14,18
22:31:23.427 -> RED,84,14,19
22:31:25.155 -> RED,80,13,19
22:31:26.621 -> RED,83,13,18
22:31:27.782 -> RED,85,15,18
22:31:28.872 -> RED,85,15,19
22:31:30.029 -> RED,75,13,16
22:30:59.038 -> ORANGE,205,87,48
22:31:00.338 -> ORANGE,178,71,39
22:31:01.752 -> ORANGE,212,78,51
22:31:02.959 -> ORANGE,197,82,41
22:31:04.526 -> ORANGE,205,75,44
22:31:05.953 -> ORANGE,207,75,50
22:31:07.197 -> ORANGE,202,87,42
22:31:08.554 -> ORANGE,193,79,44
22:31:09.837 -> ORANGE,201,86,48
22:31:11.241 -> ORANGE,188,73,51
22:30:40.742 -> YELLOW,124,135,62
22:30:42.228 -> YELLOW,160,162,72
22:30:43.201 -> YELLOW,162,161,72
22:30:44.864 -> YELLOW,155,126,66
22:30:45.866 -> YELLOW,154,159,73
22:30:46.786 -> YELLOW,153,156,71
22:30:48.432 -> YELLOW,124,156,69
22:30:49.751 -> YELLOW,160,161,72
22:30:50.817 -> YELLOW,152,155,69
22:30:51.901 -> YELLOW,163,151,72
22:30:21.792 -> GREEN,45,144,64
22:30:23.048 -> GREEN,40,150,65
22:30:24.631 -> GREEN,40,120,53
22:30:25.933 -> GREEN,37,131,65
22:30:27.079 -> GREEN,46,142,66
22:30:28.276 -> GREEN,43,116,54
22:30:29.531 -> GREEN,45,142,63
22:30:30.660 -> GREEN,44,138,63
22:30:32.118 -> GREEN,41,127,59
22:30:33.695 -> GREEN,40,144,60
22:30:01.877 -> LIGHTBLUE,7,62,110
22:30:03.190 -> LIGHTBLUE,10,90,113
22:30:04.279 -> LIGHTBLUE,8,78,124
22:30:05.361 -> LIGHTBLUE,7,62,108
22:30:06.637 -> LIGHTBLUE,10,77,103
22:30:08.031 -> LIGHTBLUE,10,86,116
22:30:10.495 -> LIGHTBLUE,12,71,129
22:30:11.815 -> LIGHTBLUE,10,86,125
22:30:12.956 -> LIGHTBLUE,8,59,127
22:30:14.045 -> LIGHTBLUE,10,87,127
22:29:39.747 -> DARKBLUE,5,28,62
22:29:41.252 -> DARKBLUE,5,24,65
22:29:43.041 -> DARKBLUE,6,29,62
22:29:44.464 -> DARKBLUE,7,30,65
22:29:45.760 -> DARKBLUE,5,26,63
22:29:46.923 -> DARKBLUE,6,29,63
22:29:47.958 -> DARKBLUE,6,30,64
22:29:49.918 -> DARKBLUE,6,31,64
22:29:51.052 -> DARKBLUE,5,28,63
22:29:52.285 -> DARKBLUE,3,21,56
22:29:16.091 -> PURPLE,40,41,72
22:29:18.011 -> PURPLE,33,28,61
22:29:19.196 -> PURPLE,38,39,72
22:29:21.214 -> PURPLE,34,38,66
22:29:22.835 -> PURPLE,36,30,71
22:29:24.197 -> PURPLE,39,39,68
22:29:25.561 -> PURPLE,36,38,69
22:29:26.784 -> PURPLE,39,31,69
22:29:27.703 -> PURPLE,39,40,48
22:29:28.865 -> PURPLE,39,33,60
22:28:51.376 -> PINK,141,126,126
22:28:54.561 -> PINK,170,127,144
22:28:56.990 -> PINK,166,123,141
22:28:58.280 -> PINK,176,134,146
22:29:00.042 -> PINK,171,126,140
22:29:01.742 -> PINK,174,129,143
22:29:03.305 -> PINK,176,130,143
22:29:04.715 -> PINK,150,131,145
22:29:06.107 -> PINK,166,125,141
22:29:07.318 -> PINK,169,135,144
22:18:52.656 -> WHITE,146,205,224
22:18:54.857 -> WHITE,156,199,207
22:18:57.603 -> WHITE,155,251,237
22:18:59.782 -> WHITE,158,255,236
22:19:01.995 -> WHITE,144,225,222
22:19:03.712 -> WHITE,146,228,223
22:19:04.982 -> WHITE,147,236,226
22:19:07.410 -> WHITE,144,224,213
22:19:09.337 -> WHITE,152,170,206
22:19:11.262 -> WHITE,153,243,219
22:18:26.841 -> NOBALL,0,0,0
22:18:28.137 -> NOBALL,0,0,0
22:18:29.876 -> NOBALL,0,0,0
22:18:31.477 -> NOBALL,0,0,0
22:18:32.899 -> NOBALL,0,0,0
22:18:34.253 -> NOBALL,0,0,0
22:18:35.697 -> NOBALL,0,0,0
22:18:37.128 -> NOBALL,0,0,0
22:18:39.160 -> NOBALL,0,0,0
22:18:40.521 -> NOBALL,0,0,0
